episode,total_steps,ep_reward,avg_P_supply,avg_hawkishness,avg_uncertainty,ent_coef,elapsed_s
393,188640,-8163.8425,0.42,0.1267,0.2983,0.0,836.2
394,189120,-7666.5407,0.4242,0.3808,0.3067,0.0,836.3
395,189600,-16535.1891,0.6025,-0.3067,0.485,0.0,836.4
396,190080,-8804.9062,0.285,0.1775,0.3917,0.0,836.5
397,190560,-7882.6967,0.3608,0.3467,0.325,0.0,836.7
398,191040,-8206.004,0.6867,-0.5108,0.5933,0.0,836.8
399,191520,-11821.222,0.695,-0.5283,0.5033,0.0,836.9
400,192000,-6652.3998,0.3608,0.3092,0.32,0.0,837.0
401,192480,-12157.1831,0.6325,-0.4392,0.5567,0.0,837.1
402,192960,-15628.7737,0.6217,-0.5175,0.5571,0.0,853.6
403,193440,-18290.5385,0.6442,-0.3383,0.3908,0.0,853.8
404,193920,-15888.9105,0.5333,-0.5125,0.5558,0.0,854.0
405,194400,-6443.1818,0.4958,-0.2875,0.4271,0.0,854.1
406,194880,-7628.1531,0.5342,-0.4942,0.5475,0.0,854.2
407,195360,-11236.2916,0.5708,-0.5725,0.5625,0.0,854.4
408,195840,-5908.5567,0.65,-0.4008,0.535,0.0,854.5
409,196320,-4801.0975,0.3267,0.3783,0.23,0.0,854.6
410,196800,-10216.7082,0.7158,-0.4758,0.5783,0.0,868.0
411,197280,-15550.5982,0.6708,-0.925,0.6167,0.0,868.1
412,197760,-11148.9178,0.7567,-0.7958,0.6775,0.0,868.2
413,198240,-7910.2645,0.2117,0.2792,0.285,0.0,868.4
414,198720,-14062.19,0.7392,-0.9125,0.7708,0.0,868.5
415,199200,-9213.933,0.7558,-0.8842,0.7333,0.0,868.6
416,199680,-12199.5196,0.4942,0.3275,0.42,0.0,868.7
417,200160,-10861.2943,0.4008,0.0092,0.3317,0.0,868.9
418,200640,-6194.9087,0.36,0.2817,0.2933,0.0,869.0
419,201120,-13466.5985,0.6475,-0.4158,0.5546,0.0,884.1
420,201600,-6742.5025,0.1783,0.2675,0.2275,0.0,884.3
421,202080,-7784.7801,0.6508,-0.2575,0.4804,0.0,884.4
422,202560,-6477.8975,0.3883,0.32,0.3425,0.0,884.5
423,203040,-15383.1607,0.4575,0.1575,0.3329,0.0,884.6
424,203520,-8924.9232,0.2125,0.2075,0.2642,0.0,884.7
425,204000,-11586.4512,0.6642,-0.84,0.6633,0.0,884.8
426,204480,-5391.1822,0.5025,0.1233,0.4025,0.0,885.0
427,204960,-5961.2771,0.3242,0.0083,0.345,0.0,899.7
428,205440,-12162.6683,0.6083,-0.7367,0.6508,0.0,899.8
429,205920,-11959.818,0.6833,-0.4283,0.5388,0.0,899.9
430,206400,-7737.1638,0.6633,-0.3733,0.51,0.0,900.0
431,206880,-12408.1226,0.3433,0.3375,0.2492,0.0,900.2
432,207360,-11163.8558,0.6983,-0.3492,0.5333,0.0,900.3
433,207840,-12076.0947,0.3925,-0.2542,0.4767,0.0,900.4
434,208320,-14116.2028,0.5433,-0.0833,0.5108,0.0,900.5
435,208800,-4817.307,0.48,-0.4592,0.5183,0.0,900.6
436,209280,-17831.4272,0.725,-0.9092,0.6958,0.0,914.7
437,209760,-14804.6431,0.5858,-0.225,0.4417,0.0,914.8
438,210240,-12399.8778,0.5208,0.0292,0.3858,0.0,914.9
439,210720,-7304.4557,0.5258,-0.5808,0.565,0.0,915.0
440,211200,-7535.1682,0.5533,-0.3417,0.5867,0.0,915.1
441,211680,-12296.795,0.5483,-0.5125,0.5667,0.0,915.2
442,212160,-2548.3823,0.3775,0.1917,0.2675,0.0,915.4
443,212640,-4061.299,0.595,-0.3658,0.5258,0.0,915.5
444,213120,-5929.6469,0.6317,-0.4742,0.5367,0.0,929.4
445,213600,-8782.0619,0.4158,-0.2783,0.4542,0.0,929.5
446,214080,-15209.5764,0.375,0.1717,0.285,0.0,929.6
447,214560,-4140.8866,0.3475,0.3158,0.2429,0.0,929.8
448,215040,-9087.1098,0.405,0.0658,0.3421,0.0,929.9
449,215520,-3927.7152,0.3908,0.1317,0.3146,0.0,930.0
450,216000,-9948.726,0.5517,-0.1325,0.4542,0.0,930.2
451,216480,-6864.0555,0.6283,-0.64,0.5454,0.0,930.3
452,216960,-19610.2312,0.6817,-0.3858,0.5225,0.0,930.4
453,217440,-11204.0293,0.3075,0.2742,0.4467,0.0,944.6
454,217920,-15575.2116,0.645,-0.2017,0.5033,0.0,944.7
455,218400,-6659.4236,0.2608,0.2875,0.3625,0.0,944.8
456,218880,-4111.4487,0.5542,-0.3675,0.505,0.0,944.9
457,219360,-19245.1668,0.6158,-0.6175,0.515,0.0,945.0
458,219840,-1798.2304,0.3817,0.3375,0.3783,0.0,945.1
459,220320,-9655.2328,0.5517,-0.6383,0.5867,0.0,945.2
460,220800,-16158.359,0.6833,-0.9158,0.7492,0.0,945.4
461,221280,-6136.2338,0.6742,-0.5267,0.5942,0.0,958.9
462,221760,-7446.1557,0.3333,0.315,0.23,0.0,959.1
463,222240,-11192.0602,0.7292,-0.9275,0.6675,0.0,959.2
464,222720,-8150.7013,0.3558,0.3342,0.3217,0.0,959.3
465,223200,-5821.1894,0.4025,0.3492,0.3242,0.0,959.4
466,223680,-4599.3439,0.3617,0.35,0.3067,0.0,959.6
467,224160,-6376.6722,0.4308,0.3783,0.3442,0.0,959.7
468,224640,-14731.0814,0.4117,0.375,0.3042,0.0,959.8
469,225120,-14009.4186,0.6167,-0.8958,0.5892,0.0,959.9
470,225600,-3200.0938,0.4392,-0.1542,0.445,0.0,973.6
471,226080,-7256.1496,0.1917,0.2425,0.2325,0.0,973.7
472,226560,-4957.6319,0.5158,-0.1242,0.4642,0.0,973.8
473,227040,-4060.7372,0.2092,0.2667,0.2783,0.0,974.0
474,227520,-6382.9625,0.2417,0.2733,0.1792,0.0,974.1
475,228000,-5399.1731,0.5408,-0.2825,0.4908,0.0,974.2
476,228480,-12548.0475,0.27,0.1642,0.2967,0.0,974.4
477,228960,-3268.4995,0.4792,-0.2325,0.4575,0.0,974.5
478,229440,-15852.9579,0.5692,-0.755,0.6433,0.0,987.5
479,229920,-9515.8686,0.7767,-0.9192,0.7475,0.0,987.6
480,230400,-5902.9223,0.365,0.26,0.2542,0.0,987.7
481,230880,-5152.0189,0.3992,0.2075,0.2808,0.0,987.8
482,231360,-6860.1026,0.3883,-0.0875,0.4408,0.0,988.0
483,231840,-6399.3461,0.3783,0.1042,0.2958,0.0,988.1
484,232320,-1954.1518,0.3983,0.2317,0.2667,0.0,988.2
485,232800,-12383.0887,0.6483,-0.7383,0.64,0.0,988.3
486,233280,-6944.9962,0.3192,0.3583,0.2325,0.0,988.5
487,233760,-5419.1715,0.5083,-0.0492,0.4008,0.0,1000.4
488,234240,-7351.6798,0.4692,0.1517,0.3658,0.0,1000.5
489,234720,-9597.2946,0.6133,-0.5375,0.6025,0.0,1000.7
490,235200,-2387.7686,0.19,0.2642,0.2475,0.0,1000.8
491,235680,-5642.9416,0.2917,-0.0142,0.3942,0.0,1001.0
492,236160,-4242.4671,0.425,0.3367,0.3333,0.0,1001.1
493,236640,-4238.2435,0.1675,0.2575,0.2083,0.0,1001.3
494,237120,-4517.3427,0.4092,0.2608,0.2925,0.0,1001.4
495,237600,-15541.4298,0.63,-0.6508,0.6108,0.0,1015.6
496,238080,-12544.5788,0.385,0.3067,0.2858,0.0,1015.7
497,238560,-6723.8392,0.2967,0.2975,0.2175,0.0,1015.8
498,239040,-10991.1387,0.2775,0.2725,0.3875,0.0,1015.9
499,239520,-6278.5027,0.555,-0.4367,0.6146,0.0,1016.0
500,240000,-5143.026,0.4992,-0.0058,0.2933,0.0,1016.1
501,240480,-6563.2546,0.2592,0.275,0.3517,0.0,1016.3
502,240960,-6003.548,0.6708,-0.7217,0.5992,0.0,1016.4
503,241440,-9372.526,0.375,0.3392,0.2625,0.0,1016.5
504,241920,-9517.5194,0.3817,0.3125,0.4033,0.0,1029.9
505,242400,-9592.9736,0.52,-0.4283,0.4933,0.0,1030.0
506,242880,-10798.4138,0.3925,0.3975,0.2817,0.0,1030.1
507,243360,-12824.4034,0.6275,-0.3783,0.5592,0.0,1030.3
508,243840,-3994.2038,0.2342,0.2633,0.2708,0.0,1030.4
509,244320,-3891.0685,0.4083,0.0208,0.36,0.0,1030.5
510,244800,-7857.0534,0.595,-0.64,0.6754,0.0,1030.6
511,245280,-5489.5841,0.2467,0.26,0.3292,0.0,1030.7
512,245760,-5021.4425,0.2967,0.3358,0.2392,0.0,1030.8
513,246240,-13104.6392,0.7117,-0.7125,0.7063,0.0,1044.2
514,246720,-16343.1788,0.4125,0.3733,0.395,0.0,1044.3
515,247200,-5281.8424,0.2042,0.2692,0.2508,0.0,1044.4
516,247680,-14792.4161,0.68,-0.5992,0.5658,0.0,1044.5
517,248160,-12818.5586,0.7075,-0.9358,0.5813,0.0,1044.6
518,248640,-6242.8012,0.4867,0.1567,0.3725,0.0,1044.7
519,249120,-4882.5782,0.4658,0.0008,0.3054,0.0,1044.8
520,249600,-1611.6856,0.3533,0.315,0.3333,0.0,1044.9
521,250080,-10081.6013,0.3875,0.3758,0.2692,0.0,1059.7
522,250560,-7054.1677,0.4358,0.32,0.3842,0.0,1059.8
523,251040,-7169.4108,0.3833,0.325,0.4208,0.0,1059.9
524,251520,-7860.4849,0.3483,0.1458,0.2892,0.0,1060.0
525,252000,-3861.9042,0.4392,0.3125,0.4158,0.0,1060.1
526,252480,-8225.6013,0.335,0.3158,0.2158,0.0,1060.3
527,252960,-6653.5066,0.6442,-0.7625,0.6567,0.0,1060.4
528,253440,-7342.6891,0.3292,0.3183,0.3375,0.0,1060.5
529,253920,-11963.0448,0.6767,-0.9458,0.6821,0.0,1060.6
530,254400,-8398.0971,0.7033,-0.5317,0.4675,0.0,1073.4
531,254880,-11600.7081,0.6567,-0.3608,0.4983,0.0,1073.6
532,255360,-7965.0763,0.2183,0.285,0.285,0.0,1073.7
533,255840,-1566.0113,0.3475,0.315,0.3675,0.0,1073.8
534,256320,-1884.5309,0.3042,0.2892,0.4358,0.0,1073.9
535,256800,-3579.3215,0.3867,0.2092,0.4037,0.0,1074.0
536,257280,-10242.7756,0.455,-0.1592,0.455,0.0,1074.2
537,257760,-4888.1466,0.2358,0.275,0.3258,0.0,1074.3
538,258240,-2293.9609,0.3583,0.3517,0.2808,0.0,1087.0
539,258720,-10286.8969,0.5183,0.0075,0.4129,0.0,1087.2
540,259200,-6558.5181,0.3208,0.14,0.2892,0.0,1087.3
541,259680,-9882.4038,0.7125,-0.8783,0.7817,0.0,1087.4
542,260160,-5402.3608,0.5233,-0.1958,0.4233,0.0,1087.5
543,260640,-4950.9087,0.3217,0.2925,0.2292,0.0,1087.6
544,261120,-8970.951,0.4708,0.265,0.4392,0.0,1087.8
545,261600,-9557.5458,0.3325,0.3475,0.2267,0.0,1087.9
546,262080,-6772.3571,0.7092,-0.5625,0.57,0.0,1088.0
547,262560,-5318.6027,0.4617,-0.0675,0.5021,0.0,1101.5
548,263040,-13992.4082,0.6692,-0.7867,0.6258,0.0,1101.6
549,263520,-10416.9023,0.4942,-0.0017,0.3533,0.0,1101.7
550,264000,-3664.3018,0.4958,-0.09,0.3483,0.0,1101.9
551,264480,-5810.4487,0.3325,0.3342,0.2333,0.0,1102.1
552,264960,-6161.4044,0.5142,-0.5758,0.59,0.0,1102.3
553,265440,-13813.1668,0.7183,-0.9417,0.8008,0.0,1102.5
554,265920,-3820.5496,0.4292,0.2175,0.3583,0.0,1102.6
555,266400,-6735.4448,0.5108,0.0867,0.3875,0.0,1117.4
556,266880,-16869.7441,0.575,-0.5075,0.4617,0.0,1117.5
557,267360,-13713.9369,0.69,-0.4975,0.5758,0.0,1117.6
558,267840,-11296.5086,0.2833,0.2967,0.1958,0.0,1117.7
559,268320,-6618.2483,0.2517,0.2525,0.3617,0.0,1117.8
560,268800,-4332.7716,0.5992,-0.2533,0.4758,0.0,1118.0
561,269280,-6903.2983,0.6333,-0.8667,0.725,0.0,1118.1
562,269760,-12873.196,0.4517,-0.0975,0.4125,0.0,1118.3
563,270240,-2436.0403,0.4967,0.0292,0.3513,0.0,1118.4
564,270720,-8207.528,0.7875,-0.8925,0.775,0.0,1132.5
565,271200,-3311.0941,0.2708,0.3225,0.2167,0.0,1132.7
566,271680,-6701.1776,0.3425,0.33,0.2967,0.0,1132.8
567,272160,-5544.0844,0.3708,0.36,0.2608,0.0,1132.9
568,272640,-5104.6389,0.38,0.3625,0.3767,0.0,1133.0
569,273120,-17031.4117,0.7008,-0.8025,0.6842,0.0,1133.1
570,273600,-12694.2259,0.5525,-0.4383,0.4013,0.0,1133.3
571,274080,-4456.2529,0.4483,-0.4533,0.4533,0.0,1133.4
572,274560,-4254.9955,0.3617,0.1317,0.3263,0.0,1146.6
573,275040,-6059.8062,0.3433,0.335,0.3058,0.0,1146.7
574,275520,-14326.1002,0.6233,-0.4633,0.5075,0.0,1146.8
575,276000,-11722.1478,0.5317,0.1592,0.4604,0.0,1146.9
576,276480,-2267.0635,0.3983,0.2025,0.3158,0.0,1147.1
577,276960,-4500.129,0.3925,0.3508,0.3408,0.0,1147.2
578,277440,-7591.2098,0.5558,-0.1392,0.4675,0.0,1147.3
579,277920,-7848.8343,0.47,-0.0758,0.4171,0.0,1147.4
580,278400,-1518.3175,0.41,0.3108,0.405,0.0,1147.5
581,278880,-10822.9602,0.6233,-0.3108,0.4775,0.0,1159.9
582,279360,-10694.7596,0.4142,0.2267,0.4371,0.0,1160.0
583,279840,-1792.6955,0.2233,0.245,0.2996,0.0,1160.1
584,280320,-9660.5616,0.55,-0.2417,0.4175,0.0,1160.2
585,280800,-13032.2277,0.6342,-0.47,0.5642,0.0,1160.3
586,281280,-12257.4036,0.43,0.085,0.3613,0.0,1160.4
587,281760,-8421.4759,0.3042,0.2825,0.2633,0.0,1160.5
588,282240,-6085.6044,0.4658,0.1833,0.2667,0.0,1160.6
589,282720,-1936.3484,0.3767,0.2183,0.24,0.0,1173.3
590,283200,-13066.5962,0.6492,-0.6192,0.3958,0.0,1173.4
591,283680,-8766.0367,0.355,-0.04,0.3804,0.0,1173.5
592,284160,-7983.2872,0.3642,0.3058,0.2633,0.0,1173.6
593,284640,-19535.1787,0.6167,-0.3883,0.5125,0.0,1173.7
594,285120,-2072.6817,0.2333,0.2417,0.315,0.0,1173.8
595,285600,-14769.5592,0.6417,-0.8358,0.6942,0.0,1173.9
596,286080,-11658.5986,0.4825,0.0092,0.3792,0.0,1174.0
597,286560,-3396.1029,0.1508,0.245,0.1617,0.0,1174.1
598,287040,-1975.8917,0.1558,0.1117,0.205,0.0,1186.5
599,287520,-5525.7079,0.535,-0.0942,0.3508,0.0,1186.6
600,288000,-14242.8302,0.7042,-0.8492,0.7017,0.0,1186.7
601,288480,-8504.453,0.22,0.3,0.29,0.0,1186.8
602,288960,-6496.2147,0.46,0.1158,0.3133,0.0,1186.9
603,289440,-3545.0361,0.2358,0.2975,0.3125,0.0,1187.0
604,289920,-11756.5718,0.7625,-0.8975,0.7592,0.0,1187.1
605,290400,-13441.4598,0.6508,-0.6542,0.6129,0.0,1187.3
606,290880,-5997.2725,0.3642,0.1008,0.3158,0.0,1203.5
607,291360,-9024.1482,0.2425,0.2917,0.3383,0.0,1203.7
608,291840,-3900.8499,0.2558,0.28,0.3483,0.0,1203.8
609,292320,-6850.5369,0.5433,-0.3725,0.5767,0.0,1203.9
610,292800,-11197.1709,0.4642,-0.2042,0.5258,0.0,1204.0
611,293280,-11495.7475,0.6867,-0.86,0.7142,0.0,1204.1
612,293760,-9456.7872,0.3658,0.33,0.3358,0.0,1204.3
613,294240,-7132.9398,0.3125,0.325,0.2775,0.0,1204.4
614,294720,-7331.8494,0.3483,0.3242,0.2558,0.0,1204.5
615,295200,-7482.4763,0.4275,0.2475,0.3292,0.0,1221.2
616,295680,-12928.7739,0.365,0.1625,0.2375,0.0,1221.3
617,296160,-16416.7356,0.4958,-0.4733,0.6142,0.0,1221.4
618,296640,-12060.4293,0.5833,-0.6658,0.62,0.0,1221.5
619,297120,-15434.7461,0.54,-0.3125,0.3892,0.0,1221.6
620,297600,-6110.1198,0.42,-0.2683,0.395,0.0,1221.7
621,298080,-4961.9855,0.3,0.3417,0.2175,0.0,1221.8
622,298560,-3582.9511,0.5858,-0.0642,0.4988,0.0,1221.9
623,299040,-1761.0295,0.1942,0.2092,0.2308,0.0,1236.7
624,299520,-9930.6233,0.61,-0.8333,0.6867,0.0,1236.8
625,300000,-7644.7269,0.4808,-0.0792,0.4083,0.0,1236.9
626,300480,-18530.1052,0.4108,-0.1892,0.4417,0.0,1237.0
627,300960,-5853.571,0.4083,0.2225,0.3292,0.0,1237.2
628,301440,-7882.3134,0.5542,-0.2,0.4758,0.0,1237.3
629,301920,-5295.3463,0.3758,0.3508,0.2667,0.0,1237.4
630,302400,-4922.7976,0.2292,0.0883,0.2708,0.0,1237.5
631,302880,-4027.8991,0.61,-0.1767,0.4638,0.0,1237.6
632,303360,-12135.5298,0.59,-0.6367,0.6592,0.0,1254.6
633,303840,-7716.4446,0.285,0.2917,0.2125,0.0,1254.7
634,304320,-15115.1703,0.7475,-0.965,0.7417,0.0,1254.8
635,304800,-3407.4556,0.5233,-0.11,0.4575,0.0,1255.0
636,305280,-8290.0311,0.3792,0.2317,0.3446,0.0,1255.1
637,305760,-1687.7052,0.3392,0.3025,0.3317,0.0,1255.2
638,306240,-13135.1959,0.5442,-0.0417,0.3417,0.0,1255.3
639,306720,-8378.7159,0.3608,-0.1492,0.3829,0.0,1255.4
640,307200,-10510.5346,0.7142,-0.6325,0.5842,0.0,1255.6
641,307680,-8618.0532,0.325,0.335,0.2708,0.0,1267.8
642,308160,-3022.4406,0.3425,0.31,0.3717,0.0,1267.9
643,308640,-8383.4994,0.3667,0.3383,0.2767,0.0,1268.0
644,309120,-4661.5489,0.475,0.0867,0.355,0.0,1268.1
645,309600,-10247.7754,0.1758,0.2258,0.1983,0.0,1268.2
646,310080,-6833.8226,0.2167,0.2892,0.2817,0.0,1268.3
647,310560,-11698.7769,0.5483,-0.2083,0.4533,0.0,1268.5
648,311040,-2170.9879,0.4075,0.2025,0.3083,0.0,1268.6
649,311520,-14321.9982,0.4133,-0.01,0.3192,0.0,1283.0
650,312000,-4805.9329,0.2492,0.2825,0.2025,0.0,1283.1
651,312480,-7242.7338,0.4425,-0.09,0.4738,0.0,1283.2
652,312960,-5388.4905,0.3267,0.0992,0.3675,0.0,1283.4
653,313440,-11109.9804,0.625,-0.4742,0.5458,0.0,1283.5
654,313920,-6415.8028,0.4675,-0.295,0.3767,0.0,1283.6
655,314400,-9972.9455,0.1892,0.27,0.2483,0.0,1283.7
656,314880,-4697.3755,0.4575,-0.0383,0.3933,0.0,1283.8
657,315360,-2972.5043,0.2525,0.2775,0.3675,0.0,1283.9
658,315840,-10692.7622,0.5225,0.0625,0.3083,0.0,1298.4
659,316320,-5008.9679,0.2692,0.165,0.3192,0.0,1298.5
660,316800,-2022.3435,0.2108,0.2825,0.275,0.0,1298.7
661,317280,-19608.0018,0.7225,-0.9025,0.6792,0.0,1298.8
662,317760,-6724.5532,0.2675,0.2467,0.2242,0.0,1298.9
663,318240,-16617.5154,0.6767,-0.7317,0.63,0.0,1299.0
664,318720,-9744.4745,0.2208,0.26,0.3017,0.0,1299.1
665,319200,-2190.9985,0.3742,-0.1233,0.4113,0.0,1299.2
666,319680,-4499.8073,0.6625,-0.3542,0.5229,0.0,1312.4
667,320160,-16490.4065,0.4283,-0.2833,0.485,0.0,1312.5
668,320640,-5724.4327,0.3342,0.18,0.315,0.0,1312.6
669,321120,-16830.3017,0.4783,-0.3817,0.5171,0.0,1312.8
670,321600,-8945.188,0.5583,-0.8117,0.6158,0.0,1312.9
671,322080,-12036.3938,0.685,-0.8567,0.7233,0.0,1313.0
672,322560,-2693.1203,0.4733,0.0075,0.5408,0.0,1313.2
673,323040,-5735.5734,0.4008,-0.1367,0.4783,0.0,1313.3
674,323520,-2098.6361,0.4375,0.2992,0.3283,0.0,1313.4
675,324000,-5055.2819,0.4542,0.1533,0.3308,0.0,1327.3
676,324480,-8369.1902,0.4,0.3775,0.3083,0.0,1327.4
677,324960,-3613.7582,0.2408,0.2825,0.3233,0.0,1327.6
678,325440,-8309.6222,0.8417,-0.9425,0.7808,0.0,1327.7
679,325920,-10666.8636,0.285,0.0258,0.2775,0.0,1327.8
680,326400,-13340.4079,0.6567,-0.5942,0.61,0.0,1327.9
681,326880,-9670.9402,0.2225,0.29,0.2992,0.0,1328.1
682,327360,-1687.8268,0.3108,0.3233,0.2058,0.0,1328.2
683,327840,-2592.8722,0.3967,-0.2417,0.4633,0.0,1348.3
684,328320,-8268.3257,0.3042,0.305,0.2983,0.0,1348.5
685,328800,-8181.2819,0.3033,0.0333,0.2767,0.0,1348.7
686,329280,-8387.4381,0.5225,-0.3883,0.4892,0.0,1348.9
687,329760,-19027.6348,0.6433,-0.9,0.625,0.0,1349.1
688,330240,-3043.9425,0.3908,-0.33,0.4171,0.0,1349.3
689,330720,-1851.8223,0.31,0.2608,0.2621,0.0,1349.5
690,331200,-3721.4433,0.365,-0.1625,0.3575,0.0,1349.7
691,331680,-13646.319,0.5342,-0.0692,0.4083,0.0,1349.9
692,332160,-2846.0498,0.485,-0.0433,0.3375,0.0,1376.0
693,332640,-6884.7943,0.305,0.2992,0.2892,0.0,1376.2
694,333120,-13590.8856,0.3675,0.3125,0.3375,0.0,1376.4
695,333600,-6571.4219,0.3375,-0.015,0.3688,0.0,1376.6
696,334080,-6888.5214,0.7667,-0.7892,0.6858,0.0,1376.8
697,334560,-6112.0933,0.4542,0.27,0.3892,0.0,1376.9
698,335040,-6977.7001,0.1875,0.2892,0.2492,0.0,1377.1
699,335520,-6219.0581,0.5575,-0.54,0.56,0.0,1377.3
700,336000,-7852.2869,0.4392,0.0358,0.3288,0.0,1403.4
701,336480,-3464.0319,0.3658,0.3183,0.3275,0.0,1403.6
702,336960,-8372.4683,0.4383,0.2008,0.3108,0.0,1403.8
703,337440,-9670.4665,0.645,-0.6158,0.6733,0.0,1403.9
704,337920,-9681.3924,0.4475,0.22,0.3588,0.0,1404.1
705,338400,-4537.7812,0.3058,0.3317,0.25,0.0,1404.3
706,338880,-11982.1544,0.3933,-0.155,0.3596,0.0,1404.5
707,339360,-8976.1218,0.4208,-0.3925,0.4333,0.0,1404.7
708,339840,-12667.4309,0.5525,-0.115,0.4183,0.0,1404.8
709,340320,-8621.6072,0.5208,0.05,0.3642,0.0,1431.8
710,340800,-10939.3686,0.3058,0.25,0.235,0.0,1432.0
711,341280,-2450.1537,0.2358,0.1792,0.3125,0.0,1432.2
712,341760,-13650.4905,0.6825,-0.4758,0.6308,0.0,1432.3
713,342240,-5289.9614,0.5,0.07,0.3367,0.0,1432.5
714,342720,-9171.74,0.45,0.0558,0.3992,0.0,1432.7
715,343200,-7154.0866,0.3017,0.3317,0.2308,0.0,1432.9
716,343680,-5264.6005,0.4425,-0.15,0.3904,0.0,1433.1
717,344160,-5391.445,0.3017,0.0483,0.2783,0.0,1459.2
718,344640,-6368.2572,0.3508,0.2575,0.2771,0.0,1459.4
719,345120,-1645.5057,0.4167,0.3692,0.3408,0.0,1459.6
720,345600,-6053.6937,0.5158,-0.0275,0.3433,0.0,1459.8
721,346080,-8720.8449,0.6192,-0.575,0.6558,0.0,1459.9
722,346560,-2610.909,0.2758,0.2833,0.2683,0.0,1460.1
723,347040,-9862.8915,0.505,0.1633,0.33,0.0,1460.3
724,347520,-4748.3962,0.6292,-0.5233,0.5675,0.0,1460.5
725,348000,-8184.6685,0.3058,0.3258,0.2608,0.0,1460.7
726,348480,-1977.5042,0.3692,0.1117,0.3308,0.0,1489.7
727,348960,-4454.1283,0.6508,-0.0775,0.495,0.0,1490.0
728,349440,-3011.9434,0.3817,0.1175,0.2483,0.0,1490.2
729,349920,-3198.2335,0.4267,-0.2775,0.4283,0.0,1490.4
730,350400,-2632.1739,0.4117,0.3825,0.3125,0.0,1490.7
731,350880,-12195.5891,0.4892,-0.1733,0.3892,0.0,1490.9
732,351360,-2089.1219,0.3592,0.3567,0.275,0.0,1491.1
733,351840,-4164.0042,0.3658,0.25,0.2925,0.0,1491.3
734,352320,-8486.7176,0.5483,-0.1675,0.4983,0.0,1517.6
735,352800,-11218.1483,0.5567,0.0517,0.4783,0.0,1517.9
736,353280,-3026.438,0.4617,-0.1333,0.3817,0.0,1518.1
737,353760,-14360.2587,0.3792,0.25,0.4196,0.0,1518.3
738,354240,-6287.1064,0.205,0.26,0.2692,0.0,1518.5
739,354720,-9014.0474,0.7533,-0.8192,0.7117,0.0,1518.7
740,355200,-9743.7488,0.6467,-0.2792,0.5042,0.0,1518.8
741,355680,-4971.8024,0.3742,0.3833,0.245,0.0,1519.0
742,356160,-6123.4652,0.28,-0.0125,0.3592,0.0,1519.2
743,356640,-13955.9748,0.6158,-0.35,0.5308,0.0,1545.5
744,357120,-18478.9598,0.6783,-0.8808,0.6075,0.0,1545.7
745,357600,-1868.2678,0.3925,0.3542,0.3342,0.0,1545.9
746,358080,-8935.568,0.2175,0.295,0.2808,0.0,1546.1
747,358560,-3502.5555,0.3933,0.2833,0.3829,0.0,1546.2
748,359040,-7582.1187,0.5983,-0.145,0.4175,0.0,1546.4
749,359520,-2328.8378,0.2,0.2625,0.2633,0.0,1546.6
750,360000,-5407.1767,0.3125,0.3175,0.245,0.0,1546.8
751,360480,-4647.7068,0.3292,0.3208,0.3125,0.0,1569.7
752,360960,-7529.4878,0.3467,0.3525,0.2625,0.0,1569.9
753,361440,-6197.6741,0.3233,0.3342,0.2425,0.0,1570.0
754,361920,-9378.9149,0.4767,-0.2692,0.51,0.0,1570.1
755,362400,-1625.7157,0.2258,0.2267,0.2517,0.0,1570.2
756,362880,-2577.8054,0.415,0.2075,0.3433,0.0,1570.4
757,363360,-10755.9573,0.6967,-0.7042,0.6142,0.0,1570.5
758,363840,-8909.2524,0.5008,0.0392,0.3742,0.0,1570.6
759,364320,-4754.0308,0.4675,-0.3325,0.5608,0.0,1570.7
760,364800,-13503.781,0.5975,-0.385,0.5258,0.0,1583.4
761,365280,-3016.8453,0.3858,0.3508,0.2658,0.0,1583.5
762,365760,-5810.4185,0.6817,-0.3292,0.5492,0.0,1583.7
763,366240,-3132.5243,0.3992,0.0925,0.335,0.0,1583.8
764,366720,-2177.1481,0.4417,0.34,0.36,0.0,1584.0
765,367200,-3447.92,0.5942,-0.0958,0.38,0.0,1584.1
766,367680,-10478.7067,0.5783,-0.235,0.4842,0.0,1584.2
767,368160,-4357.3433,0.5458,0.0208,0.4133,0.0,1584.3
768,368640,-10142.253,0.5658,-0.3292,0.5317,0.0,1584.5
769,369120,-6179.5952,0.2983,0.3542,0.2317,0.0,1598.6
770,369600,-7369.5919,0.5933,-0.3992,0.5617,0.0,1598.8
771,370080,-9870.8947,0.46,-0.0933,0.2892,0.0,1598.9
772,370560,-9017.2302,0.3983,-0.2383,0.4292,0.0,1599.0
773,371040,-2805.3213,0.3433,0.3575,0.2217,0.0,1599.1
774,371520,-1873.9349,0.435,0.3683,0.3608,0.0,1599.2
775,372000,-1808.4486,0.3492,0.2767,0.2942,0.0,1599.4
776,372480,-11068.2877,0.4383,0.0775,0.3692,0.0,1599.5
777,372960,-9624.2631,0.4092,0.3658,0.3575,0.0,1614.9
778,373440,-8173.1315,0.4625,0.0033,0.2875,0.0,1615.0
779,373920,-3207.2032,0.3842,-0.1658,0.3742,0.0,1615.1
780,374400,-9882.4964,0.5908,-0.5608,0.6317,0.0,1615.2
781,374880,-8094.26,0.6217,-0.2,0.4929,0.0,1615.3
782,375360,-6214.9494,0.2017,0.295,0.2458,0.0,1615.4
