episode,total_steps,ep_reward,avg_P_supply,avg_hawkishness,avg_uncertainty,ent_coef,elapsed_s
347,166560,-7671.824,0.0,0.0,0.0,0.0,705.2
348,167040,-10625.9691,0.0,0.0,0.0,0.0,705.3
349,167520,-8266.8906,0.0,0.0,0.0,0.0,705.4
350,168000,-10842.8272,0.0,0.0,0.0,0.0,720.4
351,168480,-13085.1894,0.0,0.0,0.0,0.0,720.5
352,168960,-10993.9131,0.0,0.0,0.0,0.0,720.6
353,169440,-15343.7462,0.0,0.0,0.0,0.0,720.7
354,169920,-14600.5869,0.0,0.0,0.0,0.0,720.8
355,170400,-15002.2876,0.0,0.0,0.0,0.0,720.9
356,170880,-6001.2139,0.0,0.0,0.0,0.0,721.0
357,171360,-5972.6041,0.0,0.0,0.0,0.0,721.1
358,171840,-13807.9659,0.0,0.0,0.0,0.0,721.2
359,172320,-14112.6278,0.0,0.0,0.0,0.0,735.3
360,172800,-13623.408,0.0,0.0,0.0,0.0,735.4
361,173280,-17440.5035,0.0,0.0,0.0,0.0,735.5
362,173760,-8276.4799,0.0,0.0,0.0,0.0,735.6
363,174240,-6570.0788,0.0,0.0,0.0,0.0,735.7
364,174720,-9349.6832,0.0,0.0,0.0,0.0,735.8
365,175200,-15534.0398,0.0,0.0,0.0,0.0,736.0
366,175680,-3148.5194,0.0,0.0,0.0,0.0,736.1
367,176160,-12081.4958,0.0,0.0,0.0,0.0,751.2
368,176640,-13284.0996,0.0,0.0,0.0,0.0,751.4
369,177120,-10416.4061,0.0,0.0,0.0,0.0,751.5
370,177600,-6400.6299,0.0,0.0,0.0,0.0,751.6
371,178080,-13988.5972,0.0,0.0,0.0,0.0,751.7
372,178560,-9658.0651,0.0,0.0,0.0,0.0,751.8
373,179040,-11709.4652,0.0,0.0,0.0,0.0,751.9
374,179520,-21441.6566,0.0,0.0,0.0,0.0,752.0
375,180000,-14105.6016,0.0,0.0,0.0,0.0,752.1
376,180480,-6769.9123,0.0,0.0,0.0,0.0,768.9
